t,W1L,W2R,W3B,M1L,M2L,M3L,M4L,M5L,M6L,M1R,M2R,M3R,M4R,M5R,M6R
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,16,16,16,16,16,-1,16,16,16,-1,-1,16
0.016,0,0,0,0,0,0,1,1,-2,0,0,0,-2,-2,1
0.024,0,0,0,16,16,16,2,2,-4,16,16,16,-3,-3,3
0.032,0,0,0,0,0,0,4,5,-6,0,0,0,-5,-6,5
0.04,0,0,0,16,16,16,7,8,-9,16,16,16,-8,-9,8
0.048,0,0,0,0,0,0,10,11,-12,0,0,0,-11,-12,11
0.056,0,0,0,16,16,16,14,16,-17,16,16,16,-15,-17,16
0.064,0,0,0,0,0,0,18,21,-22,0,0,0,-19,-22,21
0.072,0,0,0,16,16,16,23,26,-27,16,16,16,-24,-27,26
0.08,0,0,0,0,0,0,28,32,-34,0,0,0,-29,-33,33
0.088,0,0,0,16,16,16,34,39,-40,16,16,16,-35,-40,39
0.096,0,0,0,0,0,0,40,47,-48,0,0,0,-41,-48,47
0.104,0,0,0,16,16,16,47,55,-56,16,16,16,-48,-56,55
0.112,0,0,0,0,0,0,55,63,-65,0,0,0,-56,-64,64
0.12,0,0,0,16,16,16,63,73,-74,16,16,16,-64,-74,73
0.128,0,0,0,0,0,0,72,82,-84,0,0,0,-73,-83,83
0.136,0,0,0,16,16,16,81,93,-95,16,16,16,-82,-94,94
0.144,0,0,0,0,0,0,90,104,-106,0,0,0,-91,-105,105
0.152,0,0,0,16,16,16,101,116,-118,16,16,16,-102,-117,117
0.16,0,0,0,0,0,0,111,128,-130,0,0,0,-112,-129,129
0.168,0,0,0,16,16,16,123,141,-143,16,16,16,-124,-142,142
0.176,0,0,0,0,0,0,134,155,-157,0,0,0,-135,-156,156
0.184,0,0,0,16,16,16,147,169,-171,16,16,16,-148,-170,170
0.192,0,0,0,0,0,0,159,183,-186,0,0,0,-160,-184,185
0.2,0,0,0,16,16,16,173,199,-201,16,16,16,-174,-200,200
0.208,0,0,0,0,0,0,186,215,-217,0,0,0,-187,-216,216
0.216,0,0,0,16,16,16,201,231,-234,16,16,16,-202,-232,233
0.224,0,0,0,0,0,0,215,248,-251,0,0,0,-216,-249,250
